uuid,variable_type,variable_name,equipment_ID,equipment_type
fa654173-612c-4c5e-b727-e51573f845c3,SpaceTemp,1-3-7_SpaceTemp,1-3-7,VAV
988e028e-4b49-46ed-9875-d745b60a5a8d,SpaceTemp,2-3-22_SpaceTemp,2-3-22,VAV
2c88d75c-bfaa-4b1d-a010-fdd2024bdede,SpaceTemp,2-2-12_SpaceTemp,2-2-12,VAV
707ca524-7e44-47dc-b73c-e76eb4857d55,SpaceTemp,2-1-14_SpaceTemp,2-1-14,VAV
1ab65cb9-d513-408d-ad44-5dcbbce23059,SpaceTemp,2-2-16_SpaceTemp,2-2-16,VAV
7903015b-6396-4cb4-b58e-ee16ab9e88d3,SpaceTemp,1-3-3_SpaceTemp,1-3-3,VAV
8061506f-8128-48d9-b509-bb691ee8a40e,SpaceTemp,1-5-10_SpaceTemp,1-5-10,VAV
9c4615cf-d2b9-482c-bfb9-b18922e70390,SpaceTemp,1-4-4_SpaceTemp,1-4-4,VAV
42f10cbb-f93a-4218-9045-e1d7c4166615,SpaceTemp,1-3-9_SpaceTemp,1-3-9,VAV
b3570ad5-9df8-4305-bfe7-01398bf46e11,SpaceTemp,2-5-24_SpaceTemp,2-5-24,VAV
74e3a44b-d286-4b96-b6d5-d5793a1cee7c,SpaceTemp,2-4-14_SpaceTemp,2-4-14,VAV
cc18f7f5-0804-45bc-9be5-76eeecf5dff3,SpaceTemp,2-3-15_SpaceTemp,2-3-15,VAV
3f8615c5-d15b-47cf-990f-b5d059326933,SpaceTemp,2-2-18_SpaceTemp,2-2-18,VAV
4aaf8d75-33e1-4c32-b555-68e5f86e6b56,SpaceTemp,2-1-27_SpaceTemp,2-1-27,VAV
e37d8a05-3d48-4400-9556-52f4c2566a86,SpaceTemp,2-5-20_SpaceTemp,2-5-20,VAV
4e9950a8-a593-4c60-837e-475ad19d1326,SpaceTemp,2-2-21_SpaceTemp,2-2-21,VAV
ee7c3375-cec8-4d36-9389-022241d71cd0,SpaceTemp,2-5-19_SpaceTemp,2-5-19,VAV
b981d8fb-5ec8-4099-ad33-a1f869a684ad,SpaceTemp,1-2-7_SpaceTemp,1-2-7,VAV
9498ab17-f1c5-4cf5-9ee5-d0308e6cb1aa,SpaceTemp,1-5-4_SpaceTemp,1-5-4,VAV
2baf1459-7809-4a2b-8250-6b66fe84575c,SpaceTemp,1-2-3_SpaceTemp,1-2-3,VAV
5c64440b-1517-45dd-8302-afe049741832,SpaceTemp,1-5-3_SpaceTemp,1-5-3,VAV
21603d60-d3a5-4341-8377-2b2f9c11b303,SpaceTemp,1-1-8_SpaceTemp,1-1-8,VAV
e9a81863-ebe3-475c-9da7-fd51fd45aa61,SpaceTemp,1-2-4_SpaceTemp,1-2-4,VAV
f66362bb-75a9-4646-a91b-f1a03db90e95,SpaceTemp,1-5-7_SpaceTemp,1-5-7,VAV
a83dece1-f344-4884-b80b-4f8664a0a8ef,SpaceTemp,2-4-17_SpaceTemp,2-4-17,VAV
7aa5cf2c-80a1-4570-b4af-2e92e76c8c03,SpaceTemp,2-1-20_SpaceTemp,2-1-20,VAV
c914bf18-0e24-48b2-b625-ffd5b7e71183,SpaceTemp,2-1-19_SpaceTemp,2-1-19,VAV
5c8d94d7-ca6a-4823-9c96-5c6f1cceba13,SpaceTemp,2-3-16_SpaceTemp,2-3-16,VAV
7748c020-6a72-4d2a-bf0f-847120250b0d,SpaceTemp,2-5-23_SpaceTemp,2-5-23,VAV
e89d5bec-5b94-4c22-9899-1c8d0dc38fd1,SpaceTemp,1-4-9_SpaceTemp,1-4-9,VAV
b3770bf0-689c-4657-9d3c-258909cbfd2f,SpaceTemp,2-2-22_SpaceTemp,2-2-22,VAV
